,activity_type,date,title,distance,calories,avg_hr,max_hr,avg_speed,max_speed,total_ascent,total_descent,moving_time,elapsed_time,max_temp,min_temp,epoch
169,Cycling,2023-10-22 14:05:02,Des Moines Cycling,117.77,"1,686",146,187,28.0,41.9,326,326,04:11:52,04:31:37,0.0,0.0,1697983502
170,Virtual Cycling,2023-10-22 13:18:39,Zwift - Volcano Circuit in Watopia,17.89,227,--,--,28.2,45.7,88,--,00:38:03,00:38:03,0.0,0.0,1697980719
171,Cycling,2023-10-21 16:04:34,Des Moines Cycling,14.05,199,107,129,17.0,29.4,59,7,00:49:01,01:02:44,0.0,0.0,1697904274
172,Cycling,2023-10-20 16:47:21,Des Moines Cycling,49.43,646,135,171,28.3,38.3,107,107,01:44:26,01:52:04,0.0,0.0,1697820441
173,Cycling,2023-10-20 15:21:00,Urbandale Cycling,21.61,372,143,166,27.9,43.9,33,80,00:46:02,00:47:44,0.0,0.0,1697815260
174,Cycling,2023-10-20 06:48:26,Des Moines Cycling,21.4,260,122,159,26.5,39.3,71,28,00:48:15,00:49:30,0.0,0.0,1697784506
175,Cycling,2023-10-19 15:46:43,Urbandale Cycling,21.54,340,134,158,26.2,40.1,32,79,00:49:03,00:50:49,0.0,0.0,1697730403
176,Cycling,2023-10-19 06:38:40,Des Moines Cycling,18.4,236,116,141,23.1,36.4,200,156,00:47:35,00:49:10,0.0,0.0,1697697520
177,Virtual Cycling,2023-10-18 19:21:34,Zwift - Climb Portal: Crow Road in Watopia,8.14,261,--,--,25.1,43.9,251,--,00:19:25,00:19:27,0.0,0.0,1697656894
178,Virtual Cycling,2023-10-18 18:53:42,Zwift - Watopia,13.23,265,--,--,35.3,49.7,49,--,00:22:25,00:22:28,0.0,0.0,1697655222
179,Cycling,2023-10-18 16:03:39,Urbandale Cycling,21.58,293,126,149,26.8,41.9,41,86,00:47:58,00:50:03,0.0,0.0,1697645019
180,Cycling,2023-10-18 05:37:12,Des Moines Cycling,21.27,338,132,170,25.0,39.9,192,147,00:50:28,00:51:14,0.0,0.0,1697607432
181,Cycling,2023-10-17 14:27:19,Urbandale Cycling,3.71,64,128,149,24.8,32.5,9,35,00:08:53,00:09:07.6,0.0,0.0,1697552839
182,Cycling,2023-10-17 06:08:38,Des Moines Cycling,18.37,329,138,167,22.9,35.8,107,63,00:47:49,00:49:21,0.0,0.0,1697522918
183,Cycling,2023-10-16 17:25:27,Urbandale Cycling,17.26,263,125,169,21.7,34.4,117,105,00:47:02,00:54:37,0.0,0.0,1697477127
184,Cycling,2023-10-16 05:52:46,Des Moines Cycling,21.35,473,153,171,23.8,33.8,70,29,00:53:45,00:53:49,0.0,0.0,1697435566
185,Cycling,2023-10-13 05:26:29,Des Moines Cycling,21.31,375,138,164,24.6,38.0,65,25,00:51:37,00:52:42,0.0,0.0,1697174789
186,Cycling,2023-10-12 17:19:22,Johnston Cycling,20.01,224,108,150,24.1,33.8,37,59,00:49:30,00:51:13,0.0,0.0,1697131162
187,Cycling,2023-10-12 15:03:23,Urbandale Cycling,3.87,72,133,162,23.8,35.0,12,32,00:09:42,00:10:26,0.0,0.0,1697123003
188,Cycling,2023-10-12 05:56:36,Des Moines Cycling,18.41,363,149,178,25.7,44.8,112,68,00:42:52,00:44:57,0.0,0.0,1697090196
189,Cycling,2023-10-11 16:59:04,Urbandale Cycling,21.4,419,147,164,25.6,38.8,29,70,00:49:57,00:50:33,0.0,0.0,1697043544
190,Cycling,2023-10-11 06:35:01,Des Moines Cycling,21.07,437,149,181,25.1,38.1,131,87,00:49:40,00:52:00,0.0,0.0,1697006101
191,Cycling,2023-10-10 17:35:36,Johnston Cycling,20.11,363,144,166,26.2,36.1,27,56,00:45:48,00:47:03,0.0,0.0,1696959336
192,Cycling,2023-10-10 14:59:37,Urbandale Cycling,3.85,53,115,142,24.4,32.7,15,30,00:09:22,00:09:43.1,0.0,0.0,1696949977
193,Cycling,2023-10-10 06:13:45,Des Moines Cycling,18.29,362,142,171,23.0,35.5,215,274,00:47:04,00:47:55,0.0,0.0,1696918425
194,Cycling,2023-10-09 16:09:37,Johnston Cycling,15.02,248,135,147,26.3,36.8,18,26,00:33:57,00:35:46,0.0,0.0,1696867777
195,Cycling,2023-10-09 15:45:13,Urbandale Cycling,6.96,141,139,165,24.0,38.6,9,47,00:17:15,00:17:46,0.0,0.0,1696866313
196,Cycling,2023-10-09 05:44:27,Des Moines Cycling,21.28,440,146,163,23.9,36.0,159,115,00:53:13,00:53:34,0.0,0.0,1696830267
197,Cycling,2023-10-05 06:02:19,Des Moines Cycling,17.08,365,147,175,23.2,36.0,103,65,00:44:00,00:45:26,0.0,0.0,1696485739
198,Cycling,2023-10-03 13:54:17,Des Moines Cycling,9.38,232,151,180,22.0,35.6,255,154,00:25:15,00:27:11,0.0,0.0,1696341257
199,Cycling,2023-10-02 16:36:06,Urbandale Cycling,21.5,376,136,160,24.6,42.0,33,79,00:52:18,00:54:13,0.0,0.0,1696264566
200,Cycling,2023-10-02 05:44:43,Des Moines Cycling,21.19,323,127,147,23.8,37.5,336,299,00:53:11,00:53:46,0.0,0.0,1696225483
201,Cycling,2023-09-29 16:41:30,Urbandale Cycling,21.63,347,131,157,23.9,40.2,27,72,00:54:12,00:54:53,0.0,0.0,1696005690
202,Cycling,2023-09-29 05:35:55,Des Moines Cycling,21.55,309,127,147,24.8,39.8,83,42,00:52:04,00:52:30,0.0,0.0,1695965755
203,Cycling,2023-09-28 16:17:34,Urbandale Cycling,21.57,385,139,156,23.5,38.2,35,79,00:54:38,00:56:48,0.0,0.0,1695917854
204,Cycling,2023-09-28 06:26:23,Des Moines Cycling,18.5,313,131,174,23.7,38.8,105,61,00:46:36,00:48:11,0.0,0.0,1695882383
205,Gravel/Unpaved Cycling,2023-09-27 08:55:09,Des Moines Gravel/Unpaved Cycling,133.94,"3,485",0,0,18.9,46.6,"1,269","1,258",07:01:37,07:49:18,30.0,14.0,1695804909
206,Cycling,2023-09-26 16:00:45,Urbandale Cycling,21.56,382,143,179,27.1,39.9,34,79,00:47:27,00:48:50,0.0,0.0,1695744045
207,Cycling,2023-09-26 06:08:49,Des Moines Cycling,18.3,375,146,173,23.4,34.7,106,63,00:46:35,00:48:22,0.0,0.0,1695708529
208,Cycling,2023-09-25 15:26:05,Urbandale Cycling,21.77,352,139,166,27.3,44.0,34,80,00:47:23,00:49:29,0.0,0.0,1695655565
209,Cycling,2023-09-25 05:44:14,Des Moines Cycling,21.4,357,135,164,24.2,37.7,139,102,00:52:36,00:54:07,0.0,0.0,1695620654
210,Cycling,2023-09-22 17:23:43,Urbandale Cycling,21.74,406,145,172,26.1,38.4,32,78,00:49:55,00:50:46,0.0,0.0,1695403423
211,Cycling,2023-09-22 06:49:44,Des Moines Cycling,21.55,381,140,168,25.2,37.5,119,81,00:50:55,00:52:24,0.0,0.0,1695365384
212,Cycling,2023-09-21 16:27:53,Urbandale Cycling,21.74,389,140,164,24.6,36.4,32,78,00:52:50,00:54:37,0.0,0.0,1695313673
213,Cycling,2023-09-21 06:40:56,Des Moines Cycling,18.37,344,140,173,23.6,36.3,174,133,00:46:22,00:48:55,0.0,0.0,1695278456
214,Gravel/Unpaved Cycling,2023-09-19 11:31:16,Des Moines Gravel/Unpaved Cycling,82.13,"1,941",0,0,21.8,35.2,229,226,03:45:39,04:00:22,30.0,15.0,1695123076
215,Cycling,2023-09-18 17:51:04,Des Moines Cycling,6.74,169,151,176,21.5,31.8,47,3,00:18:46,00:19:04,0.0,0.0,1695059464
216,Cycling,2023-09-18 16:30:16,Urbandale Cycling,21.74,436,147,168,24.5,40.9,39,83,00:52:56,00:55:11,0.0,0.0,1695054616
217,Cycling,2023-09-18 06:17:32,Des Moines Cycling,21.64,387,141,170,25.1,36.4,85,41,00:51:33,00:53:16,0.0,0.0,1695017852
218,Gravel/Unpaved Cycling,2023-09-16 12:21:13,Madison County Gravel/Unpaved Cycling,62.61,"1,725",0,0,20.4,46.9,563,610,03:03:04,03:16:16,32.0,17.0,1694866873
219,Gravel/Unpaved Cycling,2023-09-16 08:58:22,Des Moines Gravel/Unpaved Cycling,62.56,"1,705",0,0,20.2,44.0,602,552,03:04:42,03:15:26,30.0,16.0,1694854702
220,Cycling,2023-09-15 13:33:33,Des Moines Cycling,8.5,155,140,163,26.5,32.8,31,29,00:19:07,00:19:55,0.0,0.0,1694784813
221,Cycling,2023-09-15 11:49:03,Urbandale Cycling,13.23,242,142,160,26.9,42.5,13,59,00:29:23,00:30:44,0.0,0.0,1694778543
222,Cycling,2023-09-15 05:29:47,Des Moines Cycling,21.62,358,136,155,25.5,40.0,74,30,00:50:39,00:51:32,0.0,0.0,1694755787
223,Cycling,2023-09-14 17:16:28,Urbandale Cycling,21.71,398,145,166,26.2,41.9,35,79,00:49:28,00:51:11,0.0,0.0,1694711788
224,Cycling,2023-09-14 06:44:50,Des Moines Cycling,18.34,369,148,175,24.1,37.5,110,66,00:45:22,00:47:24,0.0,0.0,1694673890
225,Cycling,2023-09-13 16:09:46,Des Moines Cycling,46.91,652,137,159,28.1,43.8,180,183,01:39:54,01:43:50,0.0,0.0,1694621386
226,Cycling,2023-09-13 12:13:20,Des Moines Cycling,14.76,213,127,154,26.3,33.5,24,23,00:33:36,00:34:19,0.0,0.0,1694607200
227,Cycling,2023-09-13 06:03:22,Des Moines Cycling,13.52,194,127,170,25.5,39.9,122,92,00:31:30,00:33:37,0.0,0.0,1694585002
228,Cycling,2023-09-12 12:06:46,Des Moines Cycling,25.81,443,139,169,25.7,49.0,161,162,00:57:31,01:00:35,0.0,0.0,1694520406
229,Gravel/Unpaved Cycling,2023-09-09 09:06:48,Des Moines Gravel/Unpaved Cycling,126.5,"3,514",0,0,27.3,42.7,497,495,04:36:42,05:29:05,32.0,17.0,1694250408
230,Road Cycling,2023-09-07 04:56:20,Des Moines Road Cycling,38.7,"1,153",0,0,27.2,48.8,235,258,01:25:04,01:28:23,22.0,8.0,1694062580
231,Cycling,2023-09-06 16:20:30,Urbandale Cycling,21.78,383,148,178,28.2,40.4,31,77,00:45:25,00:47:18,0.0,0.0,1694017230
232,Cycling,2023-09-06 05:58:48,Des Moines Cycling,21.54,392,139,165,23.2,35.6,83,39,00:53:56,00:55:38,0.0,0.0,1693979928
233,Cycling,2023-09-05 15:56:54,Urbandale Cycling,21.19,352,138,163,26.4,41.9,26,75,00:47:58,00:48:12,0.0,0.0,1693929414
234,Cycling,2023-09-05 06:47:25,Des Moines Cycling,18.4,327,139,169,23.4,37.3,303,258,00:45:41,00:47:11,0.0,0.0,1693896445
235,Road Cycling,2023-09-03 07:58:38,Des Moines Road Cycling,118.55,"2,931",0,0,22.8,35.7,427,425,05:08:33,06:03:00,40.0,21.0,1693727918
236,Gravel/Unpaved Cycling,2023-09-02 08:26:55,Des Moines Gravel/Unpaved Cycling,168.65,"4,324",0,0,24.8,43.7,497,503,06:46:00,07:32:10,42.0,21.0,1693643215
237,Cycling,2023-09-01 14:50:31,Urbandale Cycling,21.76,415,147,171,25.6,40.1,37,82,00:50:43,00:51:15,0.0,0.0,1693579831
238,Cycling,2023-09-01 05:15:58,Des Moines Cycling,21.63,341,136,178,25.2,38.9,84,43,00:51:13,00:51:55,0.0,0.0,1693545358
239,Cycling,2023-08-31 16:54:00,Urbandale Cycling,21.66,371,138,161,25.1,39.4,37,79,00:51:05,00:52:47,0.0,0.0,1693500840
240,Cycling,2023-08-31 06:05:47,Des Moines Cycling,22.41,353,132,160,23.9,33.0,86,152,00:55:40,00:56:09,0.0,0.0,1693461947
241,Cycling,2023-08-30 21:31:23,Grimes Cycling,25.15,377,136,174,25.9,37.9,38,79,00:57:44,00:58:21,0.0,0.0,1693431083
242,Cycling,2023-08-30 18:00:25,Grimes Cycling,2.85,55,127,144,20.8,32.3,12,14,00:07:54,00:08:13.2,0.0,0.0,1693418425
243,Cycling,2023-08-30 17:25:40,Urbandale Cycling,8.02,152,131,152,21.8,33.5,53,43,00:20:48,00:23:38,0.0,0.0,1693416340
244,Cycling,2023-08-30 05:40:52,Des Moines Cycling,21.68,350,137,164,24.2,37.8,83,39,00:53:11,00:53:49,0.0,0.0,1693374052
245,Cycling,2023-08-29 16:58:57,Urbandale Cycling,22.16,387,147,171,28.1,39.2,36,80,00:46:39,00:47:41,0.0,0.0,1693328337
246,Cycling,2023-08-29 05:54:00,Des Moines Cycling,22.43,434,146,171,25.3,36.9,146,102,00:52:29,00:53:13,0.0,0.0,1693288440
247,Cycling,2023-08-28 16:39:42,Urbandale Cycling,21.91,404,149,177,26.9,42.1,54,98,00:48:13,00:50:22,0.0,0.0,1693240782
248,Cycling,2023-08-28 06:10:19,Des Moines Cycling,17.33,293,138,164,25.8,36.3,63,22,00:39:56,00:52:53,0.0,0.0,1693203019
249,Cycling,2023-08-27 11:34:14,West Des Moines Cycling,12.07,221,139,153,24.7,33.2,18,54,00:28:40,00:29:49,0.0,0.0,1693136054
250,Cycling,2023-08-27 09:30:19,Des Moines Cycling,11.2,274,144,166,23.7,30.8,44,6,00:26:49,00:28:21,0.0,0.0,1693128619
251,Cycling,2023-08-26 11:50:35,Des Moines Cycling,26.64,477,132,151,24.2,32.7,173,175,01:04:15,01:09:56,0.0,0.0,1693050635
252,Cycling,2023-08-25 16:43:47,Urbandale Cycling,21.82,462,143,167,26.2,39.7,44,87,00:48:08,00:49:57,0.0,0.0,1692981827
253,Cycling,2023-08-25 05:58:13,Des Moines Cycling,21.77,491,146,168,25.5,39.6,73,33,00:50:37,00:51:17,0.0,0.0,1692943093
254,Cycling,2023-08-24 17:28:19,Urbandale Cycling,21.63,474,139,163,23.3,36.0,35,78,00:54:57,00:55:34,0.0,0.0,1692898099
255,Cycling,2023-08-24 05:49:19,Des Moines Cycling,22.4,477,135,169,21.4,31.8,77,37,01:02:45,01:04:05,0.0,0.0,1692856159
256,Cycling,2023-08-23 17:48:04,Des Moines Cycling,23.75,570,164,184,28.6,38.4,24,27,00:49:00,00:50:24,0.0,0.0,1692812884
257,Cycling,2023-08-23 15:27:49,Urbandale Cycling,21.87,493,148,179,26.4,43.6,37,83,00:47:44,00:50:53,0.0,0.0,1692804469
258,Cycling,2023-08-23 06:13:58,Des Moines Cycling,21.71,531,154,177,25.7,40.1,71,31,00:48:58,00:50:36,0.0,0.0,1692771238
259,Cycling,2023-08-22 17:23:47,Des Moines Cycling,21.03,478,158,183,29.0,40.9,22,23,00:43:04,00:43:29,0.0,0.0,1692725027
260,Cycling,2023-08-22 15:57:58,Urbandale Cycling,20.58,527,158,181,25.6,41.5,39,85,00:48:02,00:50:53,0.0,0.0,1692719878
261,Cycling,2023-08-21 16:56:03,Urbandale Cycling,21.79,523,145,168,23.9,41.2,51,97,00:52:55,00:54:44,0.0,0.0,1692636963
262,Cycling,2023-08-21 05:54:01,Des Moines Cycling,21.76,399,129,159,22.9,36.7,68,26,00:55:34,00:57:16,0.0,0.0,1692597241
263,Gravel/Unpaved Cycling,2023-08-19 08:22:11,Des Moines Gravel/Unpaved Cycling,119.76,"3,469",0,0,26.8,49.8,405,402,04:26:17,04:55:18,36.0,21.0,1692433331
264,Cycling,2023-08-17 06:02:24,Des Moines Cycling,17.52,379,133,169,21.4,33.6,205,86,00:48:42,00:51:03,0.0,0.0,1692252144
265,Cycling,2023-08-16 16:52:16,Urbandale Cycling,21.8,552,151,167,24.6,41.6,46,91,00:51:56,00:53:25,0.0,0.0,1692204736
266,Cycling,2023-08-16 05:47:18,Des Moines Cycling,21.27,491,144,169,24.9,39.2,80,39,00:51:09,00:51:23,0.0,0.0,1692164838
267,Cycling,2023-08-15 16:30:53,Urbandale Cycling,21.94,492,140,186,23.8,39.0,44,89,00:53:27,00:56:00,0.0,0.0,1692117053
268,Cycling,2023-08-15 06:04:58,Des Moines Cycling,18.49,344,124,157,21.7,32.9,108,64,00:50:49,00:51:11,0.0,0.0,1692079498
269,Cycling,2023-08-14 16:04:32,Urbandale Cycling,21.88,429,140,161,27.0,37.6,44,90,00:47:45,00:50:12,0.0,0.0,1692029072
270,Cycling,2023-08-14 06:42:01,Des Moines Cycling,21.26,457,138,165,25.2,36.5,75,35,00:50:28,00:51:18,0.0,0.0,1691995321
271,Cycling,2023-08-13 13:04:44,Des Moines Cycling,38.8,672,139,176,29.4,39.8,76,73,01:18:47,01:37:19,0.0,0.0,1691931884
272,Cycling,2023-08-12 11:30:23,Story City Cycling,80.83,"1,515",139,161,21.9,43.8,180,242,03:40:41,03:56:25,0.0,0.0,1691839823
273,Cycling,2023-08-12 06:44:58,Des Moines Cycling,81.41,"1,364",128,154,21.2,40.7,225,166,03:49:25,04:18:27,0.0,0.0,1691822698
274,Cycling,2023-08-11 19:34:32,Des Moines Cycling,10.19,244,158,180,28.2,35.4,92,94,00:21:33,00:24:29,0.0,0.0,1691782472
275,Cycling,2023-08-11 16:07:19,Urbandale Cycling,21.89,464,143,169,26.9,43.7,39,85,00:48:05,00:49:27,0.0,0.0,1691770039
276,Cycling,2023-08-11 06:24:50,Des Moines Cycling,21.24,406,131,162,25.3,39.6,69,26,00:49:56,00:50:19,0.0,0.0,1691735090
277,Cycling,2023-08-10 20:58:36,Windsor Heights Cycling,11.19,271,128,155,18.1,37.9,70,57,00:31:02,00:37:03,0.0,0.0,1691701116
278,Cycling,2023-08-10 06:21:33,Des Moines Cycling,22.44,632,153,178,22.6,33.3,71,119,00:59:09,00:59:33,0.0,0.0,1691648493
279,Cycling,2023-08-09 17:00:05,Urbandale Cycling,22.43,522,147,173,26.8,44.7,33,78,00:49:23,00:50:40,0.0,0.0,1691600405
280,Cycling,2023-08-09 06:00:39,Des Moines Cycling,22.54,412,127,153,23.7,36.7,95,54,00:55:57,00:58:11,0.0,0.0,1691560839
281,Cycling,2023-08-08 18:29:54,Johnston Cycling,16.06,405,145,161,23.6,35.6,34,44,00:40:22,00:40:55,0.0,0.0,1691519394
282,Cycling,2023-08-08 06:17:09,Des Moines Cycling,22.41,625,137,168,21.4,29.2,387,343,01:02:18,01:03:02,0.0,0.0,1691475429
283,Cycling,2023-08-07 17:02:31,Urbandale Cycling,22.73,537,136,161,26.1,40.6,37,82,00:52:02,00:52:15,0.0,0.0,1691427751
284,Cycling,2023-08-07 05:45:40,Des Moines Cycling,22.51,632,141,159,22.5,34.8,82,46,00:59:17,00:59:56,0.0,0.0,1691387140
285,Cycling,2023-08-05 15:02:32,Des Moines Cycling,19.25,659,133,161,15.5,35.1,111,73,00:57:54,01:16:00,0.0,0.0,1691247752
286,Cycling,2023-08-05 12:23:41,Urbandale Cycling,24.15,749,130,160,15.5,34.2,84,103,01:20:46,01:33:31,0.0,0.0,1691238221
287,Cycling,2023-08-05 11:04:08,Des Moines Cycling,19.68,646,142,162,19.9,30.3,65,23,00:58:21,00:59:23,0.0,0.0,1691233448
288,Cycling,2023-08-04 16:54:30,Windsor Heights Cycling,11.7,334,137,167,21.6,27.8,24,25,00:31:20,00:32:31,0.0,0.0,1691168070
289,Cycling,2023-08-04 06:18:30,Des Moines Cycling,21.35,661,150,176,22.9,36.2,81,37,00:55:22,00:55:54,0.0,0.0,1691129910
290,Cycling,2023-08-03 18:02:46,Urbandale Cycling,22.49,688,143,161,21.9,36.5,68,98,00:59:15,01:03:18,0.0,0.0,1691085766
291,Cycling,2023-08-03 05:54:09,Des Moines Cycling,21.85,545,122,148,18.4,28.4,69,23,01:01:45,01:13:07,0.0,0.0,1691042049
292,Cycling,2023-08-02 15:37:29,Urbandale Cycling,20.96,461,130,156,25.6,40.8,19,71,00:48:44,00:49:02,0.0,0.0,1690990649
293,Cycling,2023-08-02 05:23:03,Des Moines Cycling,21.46,554,137,170,23.5,36.8,77,73,00:54:24,00:54:43,0.0,0.0,1690953783
294,Cycling,2023-08-01 16:03:38,Urbandale Cycling,21.57,497,131,164,24.8,37.5,34,80,00:52:08,00:52:15,0.0,0.0,1690905818
295,Cycling,2023-08-01 06:11:08,Des Moines Cycling,21.21,465,127,154,23.3,30.4,75,28,00:54:05,00:54:34,0.0,0.0,1690870268
296,Cycling,2023-07-21 14:53:23,Urbandale Cycling,21.37,388,123,156,25.5,39.1,36,78,00:49:15,00:50:18,0.0,0.0,1689951203
297,Cycling,2023-07-21 06:22:06,Des Moines Cycling,21.26,478,132,157,23.9,36.8,115,73,00:53:10,00:53:19,0.0,0.0,1689920526
298,Cycling,2023-07-20 21:07:07,Urbandale Cycling,12.26,389,134,154,20.0,37.8,84,63,00:34:47,00:36:54,0.0,0.0,1689887227
299,Cycling,2023-07-20 06:27:14,Des Moines Cycling,22.42,680,136,164,21.0,27.4,67,24,01:03:53,01:09:33,0.0,0.0,1689834434
300,Cycling,2023-07-19 16:53:56,Johnston Cycling,15.33,369,132,156,25.8,34.2,28,37,00:35:13,00:35:41,0.0,0.0,1689785636
301,Cycling,2023-07-19 06:07:14,Des Moines Cycling,20.91,481,129,161,24.4,38.4,70,27,00:50:35,00:51:22,0.0,0.0,1689746834
302,Cycling,2023-07-18 16:49:06,Johnston Cycling,15.2,427,139,158,24.5,35.5,31,39,00:36:22,00:37:49,0.0,0.0,1689698946
303,Cycling,2023-07-18 05:42:15,Des Moines Cycling,22.32,471,123,145,23.2,31.5,103,27,00:57:07,00:57:38,0.0,0.0,1689658935
304,Cycling,2023-07-17 18:37:06,Des Moines Cycling,1.49,59,133,161,17.7,27.2,7,--,00:05:00,00:05:04.7,0.0,0.0,1689619026
305,Cycling,2023-07-17 17:15:47,Urbandale Cycling,19.49,524,131,152,21.3,39.0,53,63,00:45:40,00:54:57,0.0,0.0,1689614147
306,Cycling,2023-07-17 05:43:55,Des Moines Cycling,19.76,447,128,154,24.1,37.6,69,23,00:49:08,00:49:56,0.0,0.0,1689572635
307,Cycling,2023-07-15 12:42:24,Ames Cycling,62.21,"1,526",137,175,21.2,44.6,142,180,02:55:13,03:05:27,0.0,0.0,1689424944
308,Cycling,2023-07-15 09:24:36,Des Moines Cycling,61.31,"1,498",135,168,20.7,40.1,156,105,02:55:36,03:04:01,0.0,0.0,1689413076
309,Cycling,2023-07-14 16:16:40,Urbandale Cycling,21.6,415,127,149,25.4,40.7,44,89,00:49:35,00:51:04,0.0,0.0,1689351400
310,Cycling,2023-07-14 06:18:21,Des Moines Cycling,21.13,556,143,166,25.0,38.5,72,110,00:50:34,00:51:16,0.0,0.0,1689315501
311,Cycling,2023-07-13 21:16:58,Urbandale Cycling,13.32,447,142,165,21.7,38.8,45,63,00:36:38,00:38:09,0.0,0.0,1689283018
312,Cycling,2023-07-13 05:32:45,Des Moines Cycling,22.29,634,133,156,20.9,27.7,165,121,01:03:27,01:05:10,0.0,0.0,1689226365
313,Cycling,2023-07-12 16:28:17,Urbandale Cycling,21.56,416,127,148,25.6,41.9,35,81,00:49:44,00:51:32,0.0,0.0,1689179297
314,Cycling,2023-07-12 05:51:33,Des Moines Cycling,21.41,529,136,170,21.6,36.8,68,63,00:55:01,00:59:36,0.0,0.0,1689141093
315,Cycling,2023-07-11 19:16:31,Johnston Cycling,16.02,506,143,165,23.2,33.1,36,44,00:40:49,00:41:22,0.0,0.0,1689102991
316,Cycling,2023-07-11 05:53:27,Des Moines Cycling,21.12,671,141,169,21.8,29.4,74,21,00:57:49,00:58:10,0.0,0.0,1689054807
317,Cycling,2023-07-10 17:08:19,Urbandale Cycling,21.27,641,147,172,25.8,44.0,25,64,00:48:54,00:49:27,0.0,0.0,1689008899
318,Cycling,2023-07-10 05:53:21,Des Moines Cycling,21.23,541,135,157,24.5,38.0,73,31,00:51:52,00:52:16,0.0,0.0,1688968401
319,Cycling,2023-07-08 10:49:12,Urbandale Cycling,17.03,568,135,168,18.9,40.0,67,111,00:52:13,00:54:09,0.0,0.0,1688813352
320,Cycling,2023-07-08 09:40:40,Des Moines Cycling,17.13,647,145,175,19.1,32.4,122,57,00:51:55,00:54:34,0.0,0.0,1688809240
321,Cycling,2023-07-07 17:10:47,Urbandale Cycling,21.94,428,122,140,24.4,38.9,36,78,00:53:12,00:55:03,0.0,0.0,1688749847
322,Cycling,2023-07-07 06:13:27,Des Moines Cycling,20.69,479,132,151,24.9,36.0,66,22,00:49:52,00:49:57,0.0,0.0,1688710407
323,Cycling,2023-07-06 06:02:01,Des Moines Cycling,22.48,587,124,166,19.3,27.3,80,37,01:05:30,01:13:31,0.0,0.0,1688623321
324,Cycling,2023-07-01 11:30:14,Des Moines Cycling,27.61,628,122,150,20.6,33.6,184,127,01:18:04,01:23:37,0.0,0.0,1688211014
325,Cycling,2023-06-30 16:23:55,Urbandale Cycling,22.18,599,143,173,27.2,42.5,35,81,00:48:33,00:49:00,0.0,0.0,1688142235
326,Cycling,2023-06-30 06:15:50,Des Moines Cycling,21.43,572,135,162,23.3,34.8,69,93,00:52:36,00:55:13,0.0,0.0,1688105750
327,Cycling,2023-06-29 06:09:22,Des Moines Cycling,22.42,831,155,180,22.4,30.4,132,91,00:59:38,01:00:10,0.0,0.0,1688018962
328,Cycling,2023-06-28 16:30:45,Urbandale Cycling,22.0,735,160,179,26.3,41.5,36,79,00:49:20,00:50:07,0.0,0.0,1687969845
329,Cycling,2023-06-28 05:37:40,Des Moines Cycling,21.3,660,158,175,28.1,41.5,142,102,00:45:18,00:45:25,0.0,0.0,1687930660
330,Cycling,2023-06-27 16:35:09,Urbandale Cycling,22.17,677,150,167,26.3,42.3,36,82,00:50:02,00:50:39,0.0,0.0,1687883709
331,Cycling,2023-06-27 05:44:22,Des Moines Cycling,22.64,630,140,170,24.4,33.0,67,25,00:54:20,00:55:46,0.0,0.0,1687844662
332,Cycling,2023-06-26 17:42:05,Urbandale Cycling,22.21,654,155,172,28.5,42.4,33,79,00:46:23,00:46:42,0.0,0.0,1687801325
333,Cycling,2023-06-26 05:59:18,Des Moines Cycling,21.28,666,149,174,25.5,33.9,66,28,00:49:52,00:50:03,0.0,0.0,1687759158
334,Cycling,2023-06-24 08:36:39,Des Moines Cycling,13.95,509,152,164,22.8,31.8,85,172,00:33:45,00:36:43,0.0,0.0,1687595799
